DATE,UMCSENT,GDPC1,FEDFUNDS,SP500,PCE,CSUSHPINSA,ICSA,JTSJOR,UNRATE,CPIAUCSL,CPIAUCSL (T-1),CPIAUCSL (T-2),CPIAUCSL (T-3)
2005-03-01,92.6,5281.576,2.63,1194.898,8598.4,164.577,1328000,2.9,5.2,193.1,,,
2005-04-01,87.7,5307.594,2.79,1164.428,8678.4,167.001,1616000,3,5.2,193.7,,,
2005-05-01,86.9,5307.594,3,1178.276,8671.6,169.546,1308000,2.8,5.1,193.6,,,
2005-06-01,96,5307.594,3.04,1202.253,8753.4,172.017,1303000,2.9,5,193.7,,,
2005-07-01,96.5,5349.196,3.26,1222.237,8853.8,174.099,1622000,3.1,5,194.9,,,
2005-08-01,89.1,5349.196,3.5,1224.27,8850.1,175.924,1263000,3,4.9,196.1,,,
2005-09-01,76.9,5349.196,3.62,1225.915,8900.4,177.612,1531000,3.1,5,198.8,,,
2005-10-01,74.2,5378.911,3.78,1191.964,8938.5,178.753,1761000,3,5,199.1,,,
2005-11-01,81.6,5378.911,4,1237.369,8946.2,179.675,1269000,3.1,5,198.1,,,
2005-12-01,91.5,5378.911,4.16,1262.072,8981.1,180.108,1582000,3.1,4.9,198.1,,,
2006-01-01,91.2,5451.278,4.29,1278.722,9071.6,180.829,1183000,3.1,4.7,199.3,,,
2006-02-01,86.7,5451.278,4.49,1276.645,9096,181.501,1163000,3.1,4.8,199.4,,,
2006-03-01,88.9,5451.278,4.59,1293.735,9132.9,182.75,1207000,3.4,4.7,199.7,,,
2006-04-01,87.4,5465.384,4.79,1302.165,9191.6,183.649,1518000,3.4,4.7,200.7,,,
2006-05-01,79.1,5465.384,4.94,1290.014,9231.8,184.38,1331000,3.2,4.6,201.3,,,
2006-06-01,84.9,5465.384,4.99,1253.168,9259.6,184.547,1222000,3.3,4.6,201.8,,,
2006-07-01,84.7,5473.579,5.24,1260.235,9343.8,184.608,1594000,3.1,4.7,202.9,,,
2006-08-01,82,5473.579,5.25,1287.15,9342.2,184.405,1257000,3.3,4.7,203.8,,,
2006-09-01,85.4,5473.579,5.25,1317.743,9375.4,184.198,1581000,3.3,4.5,202.8,,,
2006-10-01,93.6,5520.622,5.25,1363.377,9393.6,184.054,1262000,3.2,4.4,201.9,,,
2006-11-01,92.1,5520.622,5.25,1388.635,9400.2,183.632,1305000,3.3,4.5,202,,,
2006-12-01,91.7,5520.622,5.24,1416.42,9488.3,183.23,1620000,3.3,4.4,203.1,,,
2007-01-01,96.9,5537.23,5.25,1424.161,9538.7,182.719,1269000,3.3,4.6,203.437,,,
2007-02-01,91.3,5537.23,5.26,1444.795,9566,182.471,1291000,3.3,4.5,204.226,,,
2007-03-01,88.4,5537.23,5.26,1406.952,9611.7,182.194,1547000,3.5,4.4,205.288,,,
2007-04-01,87.1,5571.105,5.25,1463.641,9643.6,182.132,1281000,3.3,4.5,205.904,,,
2007-05-01,88.3,5571.105,5.25,1511.137,9685.8,181.886,1217000,3.3,4.4,206.755,,,
2007-06-01,85.3,5571.105,5.25,1514.49,9706.8,181.541,1576000,3.4,4.6,207.234,,,
2007-07-01,90.4,5603.196,5.26,1520.705,9751.1,180.994,1253000,3.2,4.7,207.603,,,
2007-08-01,83.4,5603.196,5.02,1454.617,9798.9,180.235,1280000,3.2,4.6,207.667,,,
2007-09-01,83.4,5603.196,4.94,1497.116,9845.1,179.122,1567000,3.3,4.7,208.547,,,
2007-10-01,80.9,5638.397,4.76,1539.659,9882.7,177.53,1313000,3.2,4.7,209.19,,,
2007-11-01,76.1,5638.397,4.49,1463.385,9955.9,175.162,1344000,3.3,4.7,210.834,,,
2007-12-01,75.5,5638.397,4.24,1479.223,9972.8,173.338,1741000,3.2,5,211.445,,,
2008-01-01,78.4,5614.334,3.94,1378.764,9996.4,171.077,1355000,3.2,5,212.174,,,
2008-02-01,70.8,5614.334,2.98,1354.873,9981.7,169.19,1387000,3,4.9,212.687,,,
2008-03-01,69.5,5614.334,2.61,1316.943,10035.3,167.903,1817000,3,5.1,213.448,,,
2008-04-01,62.6,5647.764,2.28,1370.469,10070.3,167.323,1438000,2.8,5,213.942,,,
2008-05-01,59.8,5647.764,1.98,1403.218,10132.3,167.021,1834000,3,5.4,215.208,,,
2008-06-01,56.4,5647.764,2,1341.251,10187.1,166.538,1533000,2.7,5.6,217.463,,,
2008-07-01,61.2,5618.098,2.01,1257.326,10185.1,165.714,1592000,2.7,5.8,219.016,,,
2008-08-01,63,5618.098,2,1281.472,10175.7,164.279,2165000,2.6,6.1,218.69,,,
2008-09-01,70.3,5618.098,1.81,1217.023,10116.4,161.913,1856000,2.3,6.1,218.877,,,
2008-10-01,57.6,5495.117,0.97,968.8009,10034.1,159.164,1901000,2.4,6.5,216.995,,,
2008-11-01,55.3,5495.117,0.39,883.0405,9885.2,156.072,2599000,2.3,6.8,213.153,,,
2008-12-01,60.1,5495.117,0.16,877.5618,9801.5,152.545,2256000,2.3,7.3,211.398,,,
2009-01-01,61.2,5432.754,0.15,865.5755,9847.2,149.362,2860000,2,7.8,211.933,,,
2009-02-01,56.3,5432.754,0.22,805.2274,9824.5,147.618,2576000,2.1,8.3,212.705,,,
2009-03-01,57.3,5432.754,0.18,757.1268,9773.2,146.515,2637000,1.9,8.7,212.495,,,
2009-04-01,65.1,5423.048,0.15,848.1519,9772.5,146.943,2511000,1.7,9,212.709,,,
2009-05-01,68.7,5423.048,0.18,902.4085,9791.6,148.17,3060000,1.9,9.4,213.022,,,
2009-06-01,70.8,5423.048,0.21,926.115,9852.4,149.797,2393000,1.9,9.5,214.79,,,
2009-07-01,66,5442.094,0.16,935.8214,9886.3,150.749,2266000,1.7,9.5,214.726,,,
2009-08-01,65.7,5442.094,0.16,1009.725,10004.1,150.669,2796000,1.8,9.6,215.445,,,
2009-09-01,73.5,5442.094,0.15,1044.552,9927.8,149.629,2190000,1.9,9.8,215.861,,,
2009-10-01,70.6,5500.918,0.12,1067.664,9976.7,148.586,2627000,1.8,10,216.509,,,
2009-11-01,67.4,5500.918,0.12,1088.069,9985.7,147.941,1976000,1.9,9.9,217.234,,,
2009-12-01,72.5,5500.918,0.12,1110.378,10052.6,146.666,1942000,1.9,9.9,217.347,,,
2010-01-01,74.4,5527.57,0.11,1123.582,10056.1,145.003,2399000,2.1,9.8,217.488,,,
2010-02-01,73.6,5527.57,0.13,1089.16,10093.4,143.054,1943000,2,9.8,217.281,,,
2010-03-01,73.6,5527.57,0.16,1152.049,10156,143.596,1881000,2,9.9,217.353,,,
2010-04-01,72.2,5581.054,0.2,1197.316,10182.3,145.402,1876000,2.4,9.9,217.403,,,
2010-05-01,73.6,5581.054,0.2,1125.062,10210.8,147.038,2297000,2.2,9.6,217.29,,,
2010-06-01,76,5581.054,0.18,1083.361,10231.3,147.703,1842000,2.1,9.4,217.199,,,
2010-07-01,67.8,5624.089,0.18,1079.803,10268.1,147.563,2296000,2.3,9.4,217.605,,,
2010-08-01,68.9,5624.089,0.19,1087.282,10307.1,146.427,1900000,2.2,9.5,217.923,,,
2010-09-01,68.2,5624.089,0.19,1122.082,10327.1,144.607,1814000,2.2,9.5,218.275,,,
2010-10-01,67.7,5653.621,0.19,1171.584,10386.4,143.128,2234000,2.4,9.4,219.035,,,
2010-11-01,71.6,5653.621,0.19,1198.889,10433.6,141.818,1705000,2.4,9.8,219.59,,,
2010-12-01,74.5,5653.621,0.18,1241.525,10471,140.627,1681000,2.3,9.3,220.472,,,
2011-01-01,74.2,5640.211,0.17,1282.618,10514.3,139.035,2134000,2.3,9.1,221.187,,,
2011-02-01,77.5,5640.211,0.16,1321.118,10540.6,137.73,1606000,2.4,9,221.898,,,
2011-03-01,67.5,5640.211,0.14,1304.487,10619.7,137.784,1624000,2.4,9,223.046,,,
2011-04-01,69.8,5678.371,0.1,1331.505,10652.1,139.157,2103000,2.4,9.1,224.093,,,
2011-05-01,74.3,5678.371,0.09,1338.31,10672.2,140.691,1690000,2.4,9,224.806,,,
2011-06-01,71.5,5678.371,0.09,1287.289,10694.8,141.944,1673000,2.6,9.1,224.806,,,
2011-07-01,63.7,5677.104,0.07,1325.185,10731.6,142.341,2063000,2.7,9,225.395,,,
2011-08-01,55.8,5677.104,0.1,1185.306,10750.3,141.784,1638000,2.5,9,226.106,,,
2011-09-01,59.5,5677.104,0.08,1173.879,10783.2,140.166,1671000,2.8,9,226.597,,,
2011-10-01,60.8,5740.861,0.07,1207.216,10802.9,138.407,2012000,2.7,8.8,226.75,,,
2011-11-01,63.7,5740.861,0.08,1226.415,10806.8,136.662,1557000,2.6,8.6,227.169,,,
2011-12-01,69.9,5740.861,0.07,1243.323,10817.8,135.164,1885000,2.8,8.5,227.223,,,
2012-01-01,75,5789.003,0.08,1300.578,10896.8,134.165,1511000,2.8,8.3,227.842,,,
2012-02-01,75.3,5789.003,0.1,1352.488,10987.2,133.994,1453000,2.6,8.3,228.329,,,
2012-03-01,76.2,5789.003,0.13,1389.24,10993.9,135.862,1833000,2.9,8.2,228.807,,,
2012-04-01,76.4,5814.842,0.14,1386.429,11018.5,138.467,1527000,2.8,8.2,229.187,,,
2012-05-01,79.3,5814.842,0.16,1341.273,11006.8,141.044,1494000,2.8,8.2,228.713,,,
2012-06-01,73.2,5814.842,0.16,1323.484,10989.8,143.166,1896000,2.8,8.2,228.524,,,
2012-07-01,72.3,5823.217,0.16,1359.776,11016.8,144.281,1490000,2.7,8.2,228.59,,,
2012-08-01,74.3,5823.217,0.13,1403.448,11056,144.704,1493000,2.8,8.1,229.918,,,
2012-09-01,78.3,5823.217,0.14,1443.419,11105.3,144.355,1909000,2.8,7.8,231.015,,,
2012-10-01,82.6,5829.951,0.16,1437.817,11137.4,143.963,1474000,2.7,7.8,231.638,,,
2012-11-01,82.7,5829.951,0.16,1394.512,11178.4,143.955,1605000,2.8,7.7,231.249,,,
2012-12-01,72.9,5829.951,0.16,1422.285,11181.2,143.862,1795000,2.9,7.9,231.221,,,
2013-01-01,73.8,5887.467,0.14,1480.395,11252.4,144.308,1412000,2.8,8,231.679,,,
2013-02-01,77.6,5887.467,0.15,1512.312,11290.5,145.16,1412000,2.9,7.7,232.937,,,
2013-03-01,78.6,5887.467,0.14,1550.829,11290.1,147.96,1759000,2.9,7.5,232.282,,,
2013-04-01,76.4,5903.224,0.15,1570.702,11281.1,150.969,1389000,2.9,7.6,231.797,,,
2013-05-01,84.5,5903.224,0.11,1639.843,11321.6,153.858,1391000,3,7.5,231.893,,,
2013-06-01,84.1,5903.224,0.09,1618.773,11344.4,156.425,1723000,3,7.5,232.445,,,
2013-07-01,85.1,5953.483,0.09,1668.675,11372.6,158.284,1384000,2.8,7.3,232.9,,,
2013-08-01,82.1,5953.483,0.08,1670.094,11406.6,159.391,1667000,2.9,7.2,233.456,,,
2013-09-01,77.5,5953.483,0.08,1687.174,11445.9,159.669,1256000,2.9,7.2,233.544,,,
2013-10-01,73.2,6005.382,0.09,1720.027,11498,159.554,1434000,3,7.2,233.669,,,
2013-11-01,75.1,6005.382,0.08,1783.541,11562.5,159.362,1641000,2.9,6.9,234.1,,,
2013-12-01,82.5,6005.382,0.09,1807.775,11593.2,159.279,1384000,2.9,6.7,234.719,,,
2014-01-01,81.2,5984.658,0.07,1822.357,11578.8,159.365,1307000,2.9,6.6,235.288,,,
2014-02-01,81.6,5984.658,0.07,1817.035,11636.9,159.867,1341000,3.1,6.7,235.547,,,
2014-03-01,80,5984.658,0.08,1863.523,11722.3,161.184,1605000,3.1,6.7,236.028,,,
2014-04-01,84.1,6061.97,0.09,1864.263,11762.3,162.965,1291000,3.2,6.2,236.468,,,
2014-05-01,81.9,6061.97,0.09,1889.767,11807.3,164.68,1569000,3.3,6.3,236.918,,,
2014-06-01,82.5,6061.97,0.1,1947.088,11861.7,166.209,1254000,3.5,6.1,237.231,,,
2014-07-01,81.8,6135.647,0.09,1973.1,11904.4,167.132,1207000,3.4,6.2,237.498,,,
2014-08-01,82.5,6135.647,0.09,1961.532,11983.7,167.446,1510000,3.7,6.1,237.46,,,
2014-09-01,84.6,6135.647,0.09,1993.226,11991.4,167.237,1180000,3.4,5.9,237.477,,,
2014-10-01,86.9,6166.677,0.09,1937.274,12064.7,166.906,1155000,3.5,5.7,237.43,,,
2014-11-01,88.8,6166.677,0.09,2044.572,12083.9,166.654,1458000,3.3,5.8,236.983,,,
2014-12-01,93.6,6166.677,0.12,2054.266,12096.1,166.455,1138000,3.5,5.6,236.252,,,
2015-01-01,98.1,6222.207,0.11,2028.179,12066.7,166.244,1438000,3.7,5.7,234.747,,,
2015-02-01,95.4,6222.207,0.11,2082.196,12116.6,166.625,1205000,3.7,5.5,235.342,,,
2015-03-01,93,6222.207,0.11,2079.99,12176.1,168.083,1136000,3.6,5.4,235.976,,,
2015-04-01,95.9,6260.748,0.12,2094.863,12209.1,169.965,1144000,3.8,5.4,236.222,,,
2015-05-01,90.7,6260.748,0.12,2111.944,12275.4,171.846,1370000,3.8,5.6,237.001,,,
2015-06-01,96.1,6260.748,0.13,2099.284,12307.9,173.446,1095000,3.6,5.3,237.657,,,
2015-07-01,93.1,6285.806,0.13,2094.144,12364.9,174.492,1111000,4.1,5.2,238.034,,,
2015-08-01,91.9,6285.806,0.14,2039.866,12396.2,174.933,1376000,3.7,5.1,238.033,,,
2015-09-01,87.2,6285.806,0.14,1944.402,12386.4,175.039,1078000,3.7,5,237.498,,,
2015-10-01,90,6297.402,0.12,2024.813,12394.9,175.044,1335000,3.9,5,237.733,,,
2015-11-01,91.3,6297.402,0.12,2080.617,12423.2,175.135,1074000,3.8,5.1,238.017,,,
2015-12-01,92.6,6297.402,0.24,2054.08,12452,175.107,1084000,3.9,5,237.761,,,
2016-01-01,92,6333.897,0.34,1918.598,12478,175.027,1398000,4,4.8,237.652,,,
2016-02-01,91.7,6333.897,0.38,1904.418,12554.5,175.271,1067000,3.9,4.9,237.336,,,
2016-03-01,91,6333.897,0.36,2021.954,12537,176.594,1053000,4.1,5,238.08,,,
2016-04-01,89,6354.236,0.37,2075.535,12611.5,178.491,1330000,3.9,5.1,238.992,,,
2016-05-01,94.7,6354.236,0.37,2065.55,12652.7,180.34,1098000,3.9,4.8,239.557,,,
2016-06-01,93.5,6354.236,0.38,2083.891,12731.2,181.91,1061000,3.8,4.9,240.222,,,
2016-07-01,90,6399.313,0.39,2148.902,12756.7,183.011,1297000,4,4.8,240.101,,,
2016-08-01,89.8,6399.313,0.4,2177.482,12788.1,183.648,1054000,3.8,4.9,240.545,,,
2016-09-01,91.2,6399.313,0.4,2157.691,12846.6,183.936,1006000,3.9,5,241.176,,,
2016-10-01,87.2,6434.784,0.4,2143.021,12867,184.009,1279000,3.7,4.9,241.741,,,
2016-11-01,93.8,6434.784,0.41,2164.986,12893,184.221,983000,4,4.7,242.026,,,
2016-12-01,98.2,6434.784,0.54,2246.629,13005.9,184.393,1261000,3.9,4.7,242.637,,,
2017-01-01,98.5,6466.114,0.65,2275.116,13063.7,184.646,976000,3.7,4.7,243.618,,,
2017-02-01,96.3,6466.114,0.66,2329.911,13088.4,185.014,921000,3.9,4.6,244.006,,,
2017-03-01,96.9,6466.114,0.79,2366.822,13139.9,186.522,935000,3.8,4.4,243.892,,,
2017-04-01,97,6502.316,0.9,2359.309,13169.2,188.535,1139000,4,4.4,244.193,,,
2017-05-01,97.1,6502.316,0.91,2395.346,13171.9,190.531,956000,3.8,4.4,244.004,,,
2017-06-01,95,6502.316,1.04,2433.985,13225.2,192.258,992000,4.1,4.3,244.163,,,
2017-07-01,93.4,6553.589,1.15,2454.103,13263.3,193.504,1254000,4.1,4.3,244.243,,,
2017-08-01,96.8,6553.589,1.16,2456.223,13294.6,194.339,991000,4.1,4.4,245.183,,,
2017-09-01,95.1,6553.589,1.15,2492.841,13417.3,194.809,1362000,4.1,4.3,246.435,,,
2017-10-01,100.7,6627.451,1.15,2556.997,13447.5,195.075,969000,4.2,4.2,246.626,,,
2017-11-01,98.5,6627.451,1.16,2593.606,13540.6,195.441,991000,4.1,4.2,247.284,,,
2017-12-01,95.9,6627.451,1.3,2664.341,13666.1,195.838,1213000,4.1,4.1,247.805,,,
2018-01-01,95.7,6681.359,1.41,2789.804,13703.3,196.106,941000,4.3,4,248.859,,,
2018-02-01,99.7,6681.359,1.42,2705.155,13738.7,196.896,884000,4.2,4.1,249.529,,,
2018-03-01,101.4,6681.359,1.51,2702.774,13793.2,198.564,1129000,4.4,4,249.577,,,
2018-04-01,98.8,6716.825,1.69,2653.625,13838.4,200.605,886000,4.4,4,250.227,,,
2018-05-01,98,6716.825,1.7,2701.494,13905,202.442,885000,4.5,3.8,250.792,,,
2018-06-01,98.2,6716.825,1.82,2754.353,13930.4,204.033,1113000,4.6,4,251.018,,,
2018-07-01,97.9,6758.718,1.91,2793.643,13974.8,204.94,838000,4.6,3.8,251.214,,,
2018-08-01,96.2,6758.718,1.91,2857.82,14014,205.318,834000,4.6,3.8,251.663,,,
2018-09-01,100.1,6758.718,1.95,2901.501,14017.8,205.365,1026000,4.7,3.7,252.182,,,
2018-10-01,98.6,6768.291,2.19,2785.465,14083.1,205.361,852000,4.7,3.8,252.772,,,
2018-11-01,97.5,6768.291,2.2,2723.231,14162.9,205.099,901000,4.8,3.8,252.594,,,
2018-12-01,98.3,6768.291,2.27,2567.307,14051.6,204.689,1123000,4.8,3.9,252.767,,,
2019-01-01,91.2,6810.547,2.4,2607.39,14084.6,204.191,891000,4.8,4,252.561,,,
2019-02-01,93.8,6810.547,2.4,2754.864,14117.4,204.417,890000,4.5,3.8,253.319,,,
2019-03-01,98.4,6810.547,2.41,2803.984,14248.6,205.765,1059000,4.6,3.8,254.277,,,
2019-04-01,97.2,6867.425,2.42,2903.8,14290,207.679,839000,4.6,3.7,255.233,,,
2019-05-01,100,6867.425,2.39,2854.706,14353.3,209.343,874000,4.6,3.6,255.296,,,
2019-06-01,98.2,6867.425,2.38,2890.166,14408.7,210.578,1126000,4.6,3.6,255.213,,,
2019-07-01,98.4,6947.774,2.4,2996.114,14496,211.328,834000,4.5,3.7,255.802,,,
2019-08-01,89.8,6947.774,2.13,2897.45,14558.2,211.687,1055000,4.5,3.6,256.036,,,
2019-09-01,93.2,6947.774,2.04,2982.156,14590.6,211.865,838000,4.5,3.5,256.43,,,
2019-10-01,95.5,6995.149,1.83,2977.675,14617.4,211.958,849000,4.6,3.6,257.155,,,
2019-11-01,96.8,6995.149,1.55,3104.904,14711,212.096,1122000,4.3,3.6,257.879,,,
2019-12-01,99.3,6995.149,1.55,3176.75,14774.8,212.229,944000,4.2,3.6,258.63,,,
2020-01-01,99.8,6897.746,1.55,3278.203,14844.3,212.391,858000,4.5,3.6,258.906,,,
2020-02-01,101,6897.746,1.58,3277.314,14833.8,213.212,1044000,4.4,3.5,259.246,,,
2020-03-01,89.1,6897.746,0.65,2652.394,13810.5,215.186,9338000,3.8,4.4,258.15,,,
2020-04-01,71.8,6352.206,0.05,2761.975,12234.4,217.229,18653000,3.4,14.8,256.126,,,
2020-05-01,72.3,6352.206,0.05,2919.608,13251.7,218.476,10867000,4,13.2,255.848,,,
2020-06-01,78.1,6352.206,0.08,3104.661,14040.8,219.804,5961000,4.3,11,257.004,,,
2020-07-01,72.5,6849.598,0.09,3207.619,14303.8,221.564,5534000,4.5,10.2,258.408,,,
2020-08-01,74.1,6849.598,0.1,3391.71,14454.9,224.047,4612000,4.3,8.4,259.366,,,
2020-09-01,80.4,6849.598,0.09,3365.517,14675.4,226.8,3407000,4.4,7.8,259.951,,,
2020-10-01,81.8,6923.897,0.09,3418.7,14726,229.812,3977000,4.6,6.8,260.249,,,
2020-11-01,76.9,6923.897,0.09,3548.992,14704.9,232.316,3005000,4.6,6.7,260.895,,,
2020-12-01,80.7,6923.897,0.09,3695.31,14827.3,234.364,3347000,4.5,6.7,262.005,,,
2021-01-01,79,7019.46,0.09,3793.748,15081.5,236.434,4139000,4.8,6.4,262.518,,,
2021-02-01,76.8,7019.46,0.08,3883.432,14984.4,239.211,3020000,5.2,6.2,263.583,,,
2021-03-01,84.9,7019.46,0.07,3910.508,15712.4,244.205,2677000,5.6,6.1,264.91,,,
2021-04-01,88.3,7129.668,0.07,4141.176,15915,249.811,2356000,6,6.1,266.752,,,
2021-05-01,82.9,7129.668,0.06,4167.85,15950.5,255.435,2346000,6.4,5.8,268.452,,,
2021-06-01,85.5,7129.668,0.08,4238.49,16183.6,261.161,1642000,6.6,5.9,270.664,,,
2021-07-01,81.2,7190.474,0.1,4363.713,16223.5,265.5,1859000,7,5.4,271.994,,,
2021-08-01,70.3,7190.474,0.09,4454.206,16390.6,268.776,1442000,6.9,5.1,272.789,,,
2021-09-01,72.8,7190.474,0.08,4445.543,16477.5,271.43,1418000,6.9,4.7,273.887,,,
2021-10-01,71.7,7320.129,0.08,4460.707,16694,273.639,1426000,7.1,4.5,276.434,,,
2021-11-01,67.4,7320.129,0.08,4667.387,16849,276.009,944000,7,4.1,278.799,,,
2021-12-01,70.6,7320.129,0.08,4674.773,16905.5,278.58,844000,7.1,3.9,280.808,,,
2022-01-01,67.2,7301.283,0.08,4573.816,17017.8,281.952,1183000,7,4,282.39,,,
2022-02-01,62.8,7301.283,0.08,4435.981,17136.1,287.169,871000,7.2,3.8,284.535,,,
2022-03-01,59.4,7301.283,0.2,4391.265,17371.4,294.977,853000,7.4,3.6,287.553,,,
2022-04-01,65.2,7306.407,0.33,4391.296,17493.8,301.617,1066000,7.2,3.7,288.764,,,
2022-05-01,58.4,7306.407,0.77,4040.36,17569.9,306.391,843000,7,3.6,291.359,,,
2022-06-01,50,7306.407,1.21,3898.947,17747.6,308.184,858000,6.9,3.6,294.996,,,
2022-07-01,51.5,7355.595,1.68,3911.73,17744,307.017,1097000,7,3.5,294.977,,,
2022-08-01,58.2,7355.595,2.33,4158.563,17897.5,303.592,867000,6.2,3.6,295.209,,,
2022-09-01,58.6,7355.595,2.56,3850.52,17987.2,300.432,791000,6.6,3.5,296.341,,,
2022-10-01,59.9,7416.486,3.08,3726.051,18096.2,298.661,1014000,6.4,3.6,297.863,,,
2022-11-01,56.7,7416.486,3.78,3917.489,18094,296.855,840000,6.5,3.6,298.648,,,
2022-12-01,59.8,7416.486,4.1,3912.381,18134.6,294.342,1042000,6.7,3.5,298.812,,,
2023-01-01,64.9,7467.812,4.33,3960.657,18475.2,292.836,811000,6.3,3.4,300.356,,,
2023-02-01,66.9,7467.812,4.57,4079.685,18532.1,293.61,854000,6,3.6,301.509,,,
2023-03-01,62,7467.812,4.65,3968.559,18511.3,297.552,908000,5.8,3.5,301.744,,,
2023-04-01,63.7,7513.139,4.83,4121.467,18638.7,301.683,1083000,6,3.4,303.032,,,
2023-05-01,59,7513.139,5.06,4146.173,18676.4,305.555,908000,5.6,3.7,303.365,,,
2023-06-01,64.2,7513.139,5.08,4345.373,18742.1,308.507,1014000,5.5,3.6,304.003,,,
2023-07-01,71.5,7593.644,5.12,4508.076,18850.5,310.421,1182000,5.3,3.5,304.628,,,
2023-08-01,69.4,7593.644,5.33,4457.359,18911.6,311.784,981000,5.6,3.8,306.187,,,
2023-09-01,67.8,7593.644,5.33,4409.095,19024.9,312.633,1094000,5.6,3.8,307.288,,,
2023-10-01,63.8,7653.533,5.33,4269.401,19069.5,312.992,842000,5.2,3.8,307.531,,,
2023-11-01,61.3,7653.533,5.33,4460.063,19151,312.235,870000,5.4,3.7,308.024,,,
2023-12-01,69.7,7653.533,5.33,4685.052,19289.9,311.053,1039000,5.3,3.7,308.742,,,
2024-01-01,79,7684.515,5.33,4804.491,19308.5,310.883,838000,5.3,3.7,309.685,,,
2024-02-01,76.9,7684.515,5.33,5011.962,19412.7,312.799,837000,5.3,3.9,311.054,,,
2024-03-01,79.4,7684.515,5.33,5170.573,19553.2,316.972,1068000,5,3.8,312.23,,,
2024-04-01,77.2,7741.302,5.33,5112.493,19603.3,320.885,841000,4.8,3.9,313.207,,,
2024-05-01,69.1,7741.302,5.33,5235.225,19697.3,323.859,892000,4.9,4,313.225,,,
2024-06-01,68.2,7741.302,5.33,5415.141,19747.5,325.436,1184000,4.8,4.1,313.049,,,
2024-07-01,66.4,7795.416,5.33,5538.005,19862.9,325.461,953000,4.6,4.3,313.534,,,
2024-08-01,67.9,7795.416,5.33,5478.215,19918.4,325.025,1155000,4.7,4.2,314.121,,,
2024-09-01,70.1,7795.416,5.13,5621.261,20024.3,,897000,4.5,4.1,314.686,314.121,,
2024-10-01,,,4.83,5792.32,,,948000,,4.1,315.454,314.686,,
2024-11-01,,,,,,,,,,,315.454,314.686,314.121